path,id,author,title,date
output/615118.txt,615118,saranrit,ราคาทองเปิดตลาดวันนี้ ‘ปรับขึ้น 50 บาท’,2018-02-01
output/615448.txt,615448,ร รุ้ง,ข่าวดี! ปตท.ลดราคาดีเซล 30 สต. เบนซิน-แก๊สโซฮอลคงเดิม มีผลพรุ่งนี้,2018-02-02
output/614684.txt,614684,ฌ เฌอ,ไฟเขียว! ปรับค่าแรงขั้นต่ำ 5-22 บาท เริ่ม 1 เม.ย. นี้,2018-01-30
output/615549.txt,615549,Lheam-Thong,สรรพสามิต เล็งปลดล็อกรถยนต์คันแรก กว่า 1 หมื่นคัน หลังคนโวยครบ 5 ปีแต่โอนไม่ได้,2018-02-02
output/612743.txt,612743,จรัญญา,ขยายเวลาให้บริการขึ้น รถเมล์ใหม่ ฟรี ถึงสิ้นเดือน ม.ค. 61 นี้,2018-01-23
output/612748.txt,612748,จรัญญา,นิด้ามองขึ้น ค่าแรงขั้นต่ำ ต้องดูโครงสร้างเศรษฐกิจ,2018-01-23
output/613012.txt,613012,Lheam-Thong,ครม.ไฟเขียว ท้องถิ่นเก็บค่าจอดรถ ในพื้นที่ทางหลวงได้,2018-01-23
output/613459.txt,613459,จรัญญา,รฟท. แจง หลังผู้ค้าตลาดนัดจตุจักร ร้องค่าเช่าแผงราคาแพง,2018-01-25
output/613124.txt,613124,จรัญญา,ธปท. เผย ค่าเงินบาท ยังผันผวนสูง ชี้แบงก์ปิดสาขาประชาชนได้ประโยชน์,2018-01-24
output/613623.txt,613623,จรัญญา,"อึ้ง!! ไข่แมงมัน กิโลละ 1,800 บาท ชาวบ้านขุดขายได้วันละเกือบหมื่น",2018-01-26
output/613135.txt,613135,ฌ เฌอ,"‘คาร์ฟูร์’ ประกาศลดจำนวนพนักงาน 2,400 คน ลุยลงทุนตลาดออนไลน์",2018-01-24
output/613466.txt,613466,จรัญญา,ประกาศขึ้น ค่าเรือ โดยสารคลองแสนแสบ เริ่ม 27 ม.ค.นี้,2018-01-25
output/613631.txt,613631,จรัญญา,Xiaomi ขึ้นแท่นเบอร์ 1 สมาร์ทโฟนในอินเดีย แซงหน้า ซัมซุง,2018-01-26
output/613747.txt,613747,Lheam-Thong,เริ่มวันนี้ บุหรี่ – เหล้า เก็บภาษีเพิ่มอีก 2 %,2018-01-26
output/611699.txt,611699,ร รุ้ง,เคาะแล้ว! ค่าแรงขั้นต่ำ ไม่เท่ากันทุกจังหวัด สูงสุดขึ้น 30 บาท,2018-01-18
output/611845.txt,611845,ธเนตร,Mono29 เตรียมเพิ่มคอนเทนต์ใหม่ อัดแน่นคุณภาพตอกย้ำความเป็นเอ็นเตอร์เทนเมนท์,2018-01-18
output/612034.txt,612034,ธเนตร,​คสรท.ไม่พอใจผลขึ้น ‘ค่าแรงขั้นต่ำ’ เล็งยื่นทบทวนใหม่,2018-01-19
output/612327.txt,612327,ปาลญ์ ชญา,ลูกค้าชื่นชอบ ! ก๋วยเตียวลาวาหม้อไฟสุดแปลกไม่เหมือนใคร,2018-01-21
output/612445.txt,612445,จรัญญา,ส.อ.ท. ถกผลกระทบค่าแรงวันนี้ มองเศรษฐกิจไตรมาส 1 โต,2018-01-22
output/612369.txt,612369,ปาลญ์ ชญา,ดุสิตโพลล์ชี้คนมองขึ้นค่าแรงทำของแพง !!,2018-01-21
output/612439.txt,612439,จรัญญา,ไอเดียเจ๋ง! ร้านกาแฟ ใช้อบเชยทำเป็นช้อนคนกาแฟ ทั้งมีกลิ่นหอมและแก้ภูมิแพ้,2018-01-22
output/610871.txt,610871,จรัญญา,ขนส่งฯ เปิดตัว รถเมล์ใหม่ 2 เส้นทาง พร้อมให้บริการฟรี 5 วัน,2018-01-15
output/611121.txt,611121,Lheam-Thong,เปิดให้บริการแล้ว ขอสินเชื่อที่อยู่อาศัย สำหรับผู้มีรายได้น้อย!,2018-01-16
output/610626.txt,610626,จรัญญา,เครือข่ายยางกดดันรัฐ เร่งเปิดจุดรับซื้อยางพารา,2018-01-13
output/610641.txt,610641,กอน-วิ-กา,กระทรวงคมนาคมรับ ค่าโดยสารรถเมล์ขึ้นได้ทันทีตามมติเดิมปี 2558,2018-01-14
output/610664.txt,610664,จรัญญา,"นายกสมาคมค้าทองคำ ชี้ ราคาทองมีโอกาสทะลุ 1,400$ ต่อออนซ์",2018-01-14
output/611243.txt,611243,Lheam-Thong,รวมเบอร์โทรธนาคาร มีไว้ไม่ต้องกังวล หาก ATM หาย,2018-01-16
output/611473.txt,611473,Lheam-Thong,รัฐไฟเขียวแล้ว ปรับเพิ่มค่าลดหย่อนภาษี ลูกคนที่ 2 หวังเพิ่มจำนวนประชากร,2018-01-17
output/611637.txt,611637,ฌ เฌอ,ปตท. ปรับขึ้นราคาเบนซิน โซฮอล์ 50 สต. E85 ขยับ 30 สต.,2018-01-17
output/610757.txt,610757,จรัญญา,ราคาทอง เปิดตลาดวันนี้ ปรับขึ้น 50 บาท,2018-01-15
output/610545.txt,610545,จรัญญา,"คาด หุ้นไทย สัปดาห์หน้ามีแนวรับที่ 1,790 – 1,800 จุด",2018-01-13
output/610792.txt,610792,จรัญญา,"นักวิเคราะห์คาด หุ้นไทย ปรับตัวขึ้น แนวรับอยู่ที่ 1,808-1,800 จุด",2018-01-15
output/609756.txt,609756,จรัญญา,ออมสิน จัดกิจกรรม วันเด็กแห่งชาติ พร้อมแจกกระปุกเป็นของที่ระลึก,2018-01-10
output/609766.txt,609766,จรัญญา,ของฝากยอดฮิต กุ้งเผาริมทาง ย่านบางบัวทอง-สุพรรณบุรี ฟันรายได้งาม,2018-01-10
output/609786.txt,609786,จรัญญา,ขสมก. เตรียมเสนอปรับขึ้นค่ารถเมล์เพิ่มอีก 2 บาท,2018-01-10
output/609805.txt,609805,จรัญญา,แรงงานเฮ! มติคณะกรรมการปรับขึ้น ค่าแรงขั้นต่ำ ทุกจังหวัด,2018-01-10
output/609938.txt,609938,จรัญญา,ราคาทอง เปิดตลาดวันนี้คงที่,2018-01-11
output/610243.txt,610243,จรัญญา,คปภ. เผย ประกันภัยจ่ายค่าสินไหมช่วง 7 วันอันตรายแล้ว 200 ล้านบาท,2018-01-12
output/610298.txt,610298,จรัญญา,กสทช. ขอความร่วมมือค่ายมือถือบล็อคเบอร์ แก๊งคอลเซ็นเตอร์,2018-01-12
output/610524.txt,610524,กอน-วิ-กา,สหภาพฯขสมก. จ่อยื่นหนังสือบอร์ด ย้ำต้องปรับขึ้นค่าโดยสาร,2018-01-13
output/610529.txt,610529,กอน-วิ-กา,ธนาคารออมสิน จัดงานวันเด็กแห่งชาติปี 2561 พร้อมแจกกระปุกออมสินอาชีพในฝัน,2018-01-13
output/610189.txt,610189,จรัญญา,ราคาทอง เปิดตลาดวันนี้คงที่,2018-01-12
output/610199.txt,610199,จรัญญา,โบรกคาด หุ้นไทย อยู่ในเชิงบวก ชี้ ราคาน้ำมันยังหนุนกลุ่มพลังงาน,2018-01-12
output/609962.txt,609962,จรัญญา,นักวิเคราะห์คาด หุ้นไทย ไซด์เวย์ลบ ชี้ เข้าช่วงพักตัว,2018-01-11
output/609428.txt,609428,จรัญญา,ดอกดาหลาหลากสี พืชเศรษฐกิจตัวใหม่ตัดขายได้ตลอดปี สร้างรายได้งาม,2018-01-09
output/609451.txt,609451,จรัญญา,กกร.ไม่ค้านขึ้น ค่าแรงขั้นต่ำ ขอปรับตามความเหมาะสมแต่ละจังหวัด,2018-01-09
output/609553.txt,609553,จรัญญา,"ครม. อนุมัติงบ 35,679 ล้าน ช่วยเหลือผู้มีรายได้น้อยเฟส 2",2018-01-09
output/609680.txt,609680,จรัญญา,ราคาทอง เปิดตลาดวันนี้ ปรับลง 50 บาท,2018-01-10
output/609580.txt,609580,ธเนตร,‘เคพกูสเบอร์รี่’ พืชเสริมทางเลือกอายุสั้นราคาดี สรรพคุณเพียบ!!,2018-01-09
output/609730.txt,609730,จรัญญา,โบรกคาด หุ้นไทย แกว่งตัวเชิงบวก น้ำมันดิบทำจุดสูงสุดหนุนกลุ่มพลังงาน,2018-01-10
output/608668.txt,608668,จรัญญา,ปลาร้าเงินล้าน ธุรกิจไม่ตามกระแส ความเสี่ยงน้อยกำไรงาม,2018-01-05
output/608384.txt,608384,จรัญญา,สมาคมธนาคารไทย แจงสาเหตุกรณี พร้อมเพย์ล่ม,2018-01-03
output/608678.txt,608678,ฌ เฌอ,นักท่องเที่ยว 1.5 แสนคน แห่พักผ่อนปีใหม่ทั่วชลบุรี คาดเงินสะพัด 500 ล้าน,2018-01-05
output/608637.txt,608637,จรัญญา,สมคิด จ่อชงครม.ช่วยคนจนเฟส 2 จี้ ธ.ก.ส.กดดอกเบี้ยช่วยเกษตรกรพ้นความยากจน,2018-01-04
output/608868.txt,608868,ปาลญ์ ชญา,ดาวโจนส์ทุบสถิติ-ว่างงานต่ำสุดรอบ17ปี,2018-01-06
output/608842.txt,608842,จรัญญา,กรุงไทย คืนค่าธรรมเนียมกรณีพร้อมเพย์ขัดข้องครบทุกรายแล้ว,2018-01-05
output/608887.txt,608887,Lheam-Thong,ข่าวดี! ผู้ถือบัตรสวัสดิการแห่งรัฐ เที่ยวฟรี 3 เดือน!!,2018-01-06
output/608968.txt,608968,ฌ เฌอ,"ผุดอาชีพ บริการรับ ย้าย-ดีดบ้าน รายได้งามกว่าเดือนละ 300,000 บาท",2018-01-06
output/609117.txt,609117,จรัญญา,ราคาทอง เปิดตลาดวันนี้ ไม่มีการเปลี่ยนแปลง,2018-01-08
output/609125.txt,609125,จรัญญา,ทอท. ทุ่มงบ 2.2 แสนล้านบาท ขยายท่าอากาศยาน 6 แห่ง,2018-01-08
output/609138.txt,609138,จรัญญา,"หุ้นไทย เปิดทะลุ 1,800 จุด โบรกมองสัปดาห์แรกของปีปรับตัวขึ้นแรง",2018-01-08
output/609204.txt,609204,Lheam-Thong,ช่อง 5 เอาใจคอหวย ขันอาสาถ่ายสดออกสลากกินแบ่งรัฐบาล เริ่มงวดแรก 17 ม.ค.นี้,2018-01-08
output/609300.txt,609300,ธเนตร,ปตท.ขึ้นราคาน้ำมันดีเซล 40สต. เบนซิน-โซฮอลคงเดิม,2018-01-08
output/606516.txt,606516,ธเนตร,10 อันดับอาชีพ ‘เกษตรสร้างรายได้’ สุดฮิตประจำปี 2560,2017-12-31
output/607816.txt,607816,จรัญญา,ประชาชนแห่ร้อง 1569 อาหารปรุงสำเร็จราคาแพง,2017-12-31
output/608331.txt,608331,Lheam-Thong,"ครม. ไฟเขียวบ้านประชารัฐ 2,757 ยูนิต คลุมพื้นที่ 4 ภูมิภาคทั่วไทย",2018-01-03
output/608357.txt,608357,Lheam-Thong,ครม. สั่งขึ้นค่าผ่านทางมอเตอร์เวย์ กรุงเทพ ชลบุรี พัทยา คาดเริ่มหลังสงกรานต์ 2561,2018-01-03
output/609396.txt,609396,จรัญญา,นักวิเคราะห์คาด หุ้นไทย ไซด์เวย์ มอง SET เข้าสู่ช่วงพักสร้างฐาน,2018-01-09
output/607376.txt,607376,Lheam-Thong,"พนักงานงานเข้าส่งท้ายปี!! บริษัทแอร์มิตซูบิชิ สั่งเลิกจ้างกว่า 1,800 คน",2017-12-28
output/607613.txt,607613,Lheam-Thong,"มิตซูบิชิ อีเล็คทริค ปัดเลิกจ้างพนักงาน 1,800 คน",2017-12-29
output/607535.txt,607535,จรัญญา,MONO 29 ขอบคุณทุกกำลังใจ หลังช่องขึ้นแท่น TOP 3 ฟรีทีวีไทย,2017-12-29
output/607635.txt,607635,Lheam-Thong,ปตท.ลดน้ำมันกลุ่มเบนซิน 30 สต. เว้น E85 ลง20 สต.,2017-12-29
output/607570.txt,607570,จรัญญา,"บขส. เพิ่มรถ 8,700 เที่ยว คาดวันนี้ประชาชนเดินทางมากที่สุด",2017-12-29
output/607557.txt,607557,Lheam-Thong,ขายดีช่วงปีใหม่ ปลาในกระชัง สร้างรายได้ให้ชาวบ้านที่ตรัง,2017-12-29
output/607751.txt,607751,จรัญญา,ตลท. ชี้ มูลค่าหลักทรัพย์ตามราคาตลาดปี 60 โต 16.63% แตะ 17 ล้านล้าน,2017-12-30
output/607357.txt,607357,จรัญญา,กยศ. เตรียมหักเงินเดือนข้าราชการใช้หนี้เป็นกลุ่มแรก มี.ค. 61,2017-12-28
output/607271.txt,607271,จรัญญา,ราคาทอง เปิดตลาดวันนี้ ไม่มีการเปลี่ยนแปลง,2017-12-28
output/606766.txt,606766,จรัญญา,สรรพากร ปัด เพิ่มลดหย่อนภาษี ‘ก้าวคนละก้าว’ 2 เท่า,2017-12-26
output/606899.txt,606899,จรัญญา,ครม. เห็นชอบลดหย่อนภาษีท่องเที่ยวเมืองรอง 55 จังหวัดตลอดปี 61,2017-12-26
output/606979.txt,606979,ปาลญ์ ชญา,หุ้นแอปเปิ้ลฉุดดาวโจนส์ร่วง-ทองพุ่งสูงรอบ4สัปดาห์,2017-12-27
output/607183.txt,607183,จรัญญา,ราชกิจจาฯ ประกาศ ยกเว้นค่าธรรมเนียมมอเตอร์เวย์ หมายเลข 7 และ 9,2017-12-27
output/607250.txt,607250,ปาลญ์ ชญา,ดาวโจนส์ปิดบวก28.09จุดน้ำมันดิบร่วงทองขยับ,2017-12-28
output/607184.txt,607184,Lheam-Thong,บางจาก ยันไม่ขึ้นราคาน้ำมันช่วงปีใหม่ 7 วัน,2017-12-27
output/606999.txt,606999,จรัญญา,ราคาทอง เปิดตลาดวันนี้ ปรับขึ้น 100 บาท,2017-12-27
output/607291.txt,607291,จรัญญา,นักวิเคราะห์มอง หุ้นไทย แกว่งตัวอิงทางบวก กรอบ 1745-1760 จุด,2017-12-28
output/607343.txt,607343,จรัญญา,กสทช. สั่งค่ายมือถือ เพิ่มขีดความสามารถให้บริการช่วง เทศกาลปีใหม่,2017-12-28
output/605466.txt,605466,ฌ เฌอ,ได้ฤกษ์ไฮสปีดไทย-จีน! ทางหลวงลงเสาเข็มเฟสแรก 21 ธ.ค.นี้ คาดแล้วเสร็จใน 6 เดือน,2017-12-20
output/605718.txt,605718,กอน-วิ-กา,ปตท.ประกาศ ปรับขึ้นราคาขายปลีก น้ำมันดีเซล 40 สตางค์/ลิตร,2017-12-20
output/605218.txt,605218,Lheam-Thong,ห้างแตก!!  ชาวกัมพูชาแห่ช้อป หลังแม็คโครบุกตลาด เปิดสาขาแรกที่พนมเปญ,2017-12-19
output/604983.txt,604983,จรัญญา,ข่าวดี! ผู้ถือบัตรสวัสดิการแห่งรัฐ ลุ้นรางวัลเงินล้านทุกเดือน,2017-12-18
output/605847.txt,605847,ร รุ้ง,กรมการค้าภายใน ลุยตรวจสอบการจำหน่ายกระเช้าของขวัญปีใหม่,2017-12-21
output/604798.txt,604798,จรัญญา,"ธนารักษ์ เตรียมเปิดประมูลที่ราชพัสดุ 5,818 ไร่ ให้เอกชนลงทุนเขตเศรษฐกิจพิเศษ",2017-12-17
output/605865.txt,605865,ธเนตร,คสรท.ขอปรับค่าจ้าง 360 บาท เท่ากันทั่วประเทศ,2017-12-21
output/605905.txt,605905,Lheam-Thong,บีทีเอส โต้ข่าวลือจ่อขึ้นค่าโดยสาร หลังเปิดใช้บัตรแมงมุม,2017-12-21
output/606151.txt,606151,จรัญญา,ชาวกรุงเตรียมทดสอบใช้บริการ รถเมล์ไฟฟ้า มิ.ย. ปี 61,2017-12-22
output/606122.txt,606122,จรัญญา,ชาวสวนยาง แนะรัฐประกาศราคากลางสกัดขายต่ำกว่าทุน,2017-12-22
output/606744.txt,606744,จรัญญา,ราคาทอง เปิดตลาดวันนี้ปรับขึ้น 100 บาท,2017-12-26
output/606450.txt,606450,จรัญญา,ราคาทอง เปิดตลาดวันนี้คงที่,2017-12-25
output/606619.txt,606619,จรัญญา,ปตท. ขึ้นราคาน้ำมันทุกชนิด 40 สต. เว้น E85 ขยับ 20 สต.,2017-12-25
output/604152.txt,604152,จรัญญา,ประกันสังคม เปิดสายด่วน 1506 ให้บริการตลอด 24 ชั่วโมง,2017-12-13
output/604269.txt,604269,จรัญญา,ราคาทอง เปิดตลาดวันนี้ปรับขึ้น 150 บาท,2017-12-14
output/604439.txt,604439,จรัญญา,ตลาดหลักทรัพย์ฯ ต้อนรับทรัสต์ DREIT เริ่มซื้อขาย วันนี้วันแรก,2017-12-15
output/600266.txt,600266,ธเนตร,เกษตรกรเมืองนนท์หันปลูก ‘อินทผลัม’ ผลไม้ราคาแพงกำไรมหาศาล,2017-12-14
output/606773.txt,606773,จรัญญา,สรรพากร แจง หาก ‘เจ๊ไฝ’ เสียภาษีอย่างถูกต้อง ทุกอย่างไม่มีปัญหา,2017-12-26
output/604030.txt,604030,admin,"ราคาทองวันนี้ ลดลง 50 บาท ทองรูปพรรณขาย 19,750 บาท",2017-12-13
output/604130.txt,604130,จรัญญา,ออมสิน แจ้งปิดให้บริการ ATM-Visa Debit-โอนเงินต่างธนาคาร 22 ธ.ค. นี้,2017-12-13
output/602675.txt,602675,ปาลญ์ ชญา,พืชเศรษฐกิจมาแรง ! แตงโมไร้เม็ดโกอินเตอร์ยอดขายพุ่ง 250 ล้านบาท !!,2017-12-04
output/602837.txt,602837,จรัญญา,ราคาทอง เปิดตลาดวันนี้ปรับลง 150 บาท,2017-12-06
output/602844.txt,602844,จรัญญา,"โบรกคาด หุ้นไทยแกว่งตัว Sideways Down กรอบ 1,690-1,705 จุด",2017-12-06
output/602564.txt,602564,จรัญญา,ไปรษณีย์ไทย เตรียมนำรายได้จำหน่ายโปสการ์ดสมทบโครงการ ก้าวคนละก้าว,2017-12-04
output/602784.txt,602784,จรัญญา,"ประชาชนแห่ชมงาน มอเตอร์เอ็กซ์โป 2017 แน่น ยอดจอง 6 วัน 15,191 คัน",2017-12-05
output/602952.txt,602952,จรัญญา,ซีไอเอ็มบี ไทย ชี้ ปี 62 เป็นปีทองของ เศรษฐกิจ,2017-12-06
output/603157.txt,603157,ฌ เฌอ,ปตท. ลดน้ำมันทุกชนิด 40 สต. เว้น E85 ลง 20 สต. มีผลพรุ่งนี้,2017-12-07
output/603228.txt,603228,จรัญญา,ราคาทอง เปิดตลาดวันนี้ปรับลง 150 บาท,2017-12-08
output/603220.txt,603220,จรัญญา,ท่าอากาศยานดอนเมือง แจ้งยกเลิกเที่ยวบินไป นครศรีธรรมราช,2017-12-08
output/603308.txt,603308,จรัญญา,กสทช.เรียก ‘ดีแทค’ เข้าชี้แจง กรณีลูกค้าโวยถูกเรียกเก็บค่าบริการ 461 ล้านล้าน,2017-12-08
output/603434.txt,603434,ปาลญ์ ชญา,เกษตรกรพลิกชีวิต ! หันปลูกพริกหนุ่มเหนือนางพญาสร้างรายได้หลักแสน,2017-12-09
output/603575.txt,603575,ฌ เฌอ,"ราคาทองช่วงนี้ขาลง คาดต่ำสุด 19,000 บาท",2017-12-10
output/603777.txt,603777,admin,ราคาทอง เปิดตลาดวันนี้ ปรับลง 50 บาาท,2017-12-12
output/603810.txt,603810,Lheam-Thong,ครั้งแรกของไทย!! หลังคาไตรลอนห้าห่วง คว้าฉลากประหยัดพลังงานเบอร์ 5,2017-12-12
output/603947.txt,603947,ธเนตร,มติครม. เว้นค่ามอเตอร์เวย์ปีใหม่ 28 ธ.ค.60 – 4 ม.ค.61,2017-12-12
output/603862.txt,603862,จรัญญา,เปิด 10 อันดับ ธุรกิจดาวรุ่ง-ดาวร่วง ปี 2561,2017-12-12
output/599517.txt,599517,จรัญญา,กองสลากฯ โว มาตรการแก้ไขสลากเกินราคาได้ผล บางที่ปรับลงเหลือ 50-55 บาท,2017-11-16
output/599577.txt,599577,ธเนตร,ไอเดียเจ๋ง! ถ่านอนามัยปลอดสารก่อมะเร็ง สร้างรายได้ 5หมื่นต่อเดือน,2017-11-17
output/599693.txt,599693,จรัญญา,โคราชเปิดสายการบินใหม่ นิวเจนแอร์เวย์ ให้บริการ 2 เส้นทาง 3 ธ.ค. นี้,2017-11-17
output/599524.txt,599524,จรัญญา,หนุ่มหัวใส สกัดกลิ่นล่อผึ้งป่าเป็นผึ้งบ้าน ผลิตน้ำผึ้งแท้ออกสู่ตลาด ฟันรายได้ปีละล้าน,2017-11-16
output/599690.txt,599690,จรัญญา,เตรียมทดลองใช้ระบบปิด มอเตอร์เวย์ ชลบุรี-พัทยา 5 ม.ค. 61,2017-11-18
output/600475.txt,600475,Lheam-Thong,"ไอเดียแจ่มว้าว! ร่มผ้าขาวม้า ขายรับปีใหม่ ทำเงินเกือบ 10,000 บาทต่อวัน",2017-11-22
output/600547.txt,600547,Lheam-Thong,ปตท.-บางจาก ขึ้นน้ำมันดีเซล 40 สต. คงเบนซินโซฮอล์มีผลพรุ่งนี้,2017-11-22
output/602049.txt,602049,จรัญญา,ราคาทองวันนี้ปรับลง 50 บาท อัตราแลกเปลี่ยนขาย 32.87 บ./ดอลลาร์,2017-12-01
output/602169.txt,602169,จรัญญา,เปิด 15 ธุรกิจ แนวโน้มสดใส เกาะ 5 เทรนด์เศรษฐกิจปีจอ,2017-12-01
output/602285.txt,602285,จรัญญา,‘จิตติ’ ชี้ ราคาทองช่วงนี้ทรงตัว จับตาเฟดปรับดอกเบี้ย,2017-12-02
output/599081.txt,599081,จรัญญา,การบินไทย เร่งแก้ปัญหาเครื่องยนต์แอร์บัส เอ 380-800,2017-11-14
output/599167.txt,599167,Lheam-Thong,ไทยสมายล์ จัดโปรแรง!! Big Surprise เที่ยวทั่วไทยเริ่ม 790 บาท,2017-11-15
output/599216.txt,599216,Lheam-Thong,คลังแจกอีก!  สมาร์ทโฟน-ซิม ให้ผู้มีรายได้น้อย,2017-11-15
